Visual Name,Publisher,GUID,Latest Version,Is Certified,Popularity,Risk Level,Risk Score,Author Findings,Library Findings,Dynamic Code (Author),Network Access (Author),DOM Manipulation (Author),Sensitive Access (Author),Informational (Author),Web Access Permission,Export Content Permission,Local Storage Permission,AAD Auth Permission,External JS Count,Detected Libraries,API Version,Has GPL License,Versions Scanned,Findings Resolved in Latest
KPI Indicator,Fredrik Hedenström,KPIStatusWithHistory1446562283967,2.0.7.0,True,0.926,High,63,26,1,1,3,13,0,9,False,False,False,False,10,d3.js; jQuery; Leaflet; Globalize; Lodash,1.12.0,False,2,0
Paginated HTML table,Xpedited Consulting B.V.,pbihtmltableFA26E5669EC54966B77CDF2A86CCFD32,1.0.0.4,False,0.926,High,48,12,0,0,1,11,0,0,True,True,False,False,0,,5.1.0,False,3,0
Ultimate Decomposition Tree,dataviz.boutique GmbH,treeImageFreeE1148639291D450198F892FA45A672BC,4.0.1.0,True,0.926,High,43,22,2,0,2,16,0,4,False,False,False,False,0,jQuery,3.8.0,False,2,0
D3.js Visual - create your own custom visual,DataScenarios,D3JSVisual_PBI_CV_CDD143DEC3A145E7A507B562AF6CF490,1.2.0.0,False,0.925,High,93,32,5,6,3,14,0,9,False,False,False,False,13,d3.js; jQuery; Leaflet; CodeMirror,1.9.0,False,2,0
Dual KPI,Microsoft Corporation,PBI_CV_3C80B1F2_09AF_4123_8E99_C3CBC46B23E0,2.1.2.1,True,0.925,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,4,0
KPI Tree,pbi-consultants,kpi_tree,1.0.1.2,True,0.925,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Globalize,5.10.0,False,6,0
Donut Chart image,Data SL Consulting,donut2F78F20E2D01E463883DD711125F9D186,1.0.0.8,True,0.924,High,30,10,5,1,0,3,1,5,False,False,False,False,0,DOMPurify,5.3.0,False,2,0
Enlighten World Flag Slicer,ENLIGHTEN DESIGNS,enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,2.1.1.0,False,0.924,High,83,31,1,2,4,16,0,9,False,False,False,False,11,d3.js; jQuery; Leaflet; DOMPurify; Globalize; Lodash,1.11.0,False,2,0
Table edit - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,msdynxPnADimEditor_46a64748937f429fa9793cb689599b11,1.15.3358.2,False,0.924,High,87,120,21,0,7,42,3,68,True,True,False,True,0,jQuery; Moment.js; Leaflet; Quill; Globalize; JSZip; DevExtreme,5.11.0,True,13,0
Waffle Chart,kiewic.com,WaffleChart1453776852267,2.2.0.0,True,0.924,High,63,26,2,1,3,13,0,9,False,False,False,False,14,d3.js; jQuery; Leaflet; Globalize; Lodash,1.4.0,False,2,0
constellation,Grognard Digital Solutions,constellationC3682F5F8D8B4E64AECF6369114FB8DD,2.0.0.0,False,0.924,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
PDF Uploader/Viewer,pbiCraft,PDFUploaderAndViewerByPBICraft,1.2.2.0,True,0.923,High,45,26,2,0,8,2,0,16,False,True,True,False,0,,5.10.0,False,4,1
PictureThis,Apps for Power BI,PictureThis,1.0.19.0,False,0.923,High,61,31,6,0,2,25,0,4,True,True,False,False,0,jQuery; Leaflet,5.1.0,False,2,0
Drill Down Donut PRO (Pin) by ZoomCharts,ZoomCharts,ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,1.12.77.0,True,0.922,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
Journey Chart by MAQ Software,MAQ LLC,journeyGraph1859AB39DB23421488ADF752BCB05167,4.0.0.0,True,0.922,High,54,28,7,2,0,22,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Quadrant Chart by MAQ Software,MAQ LLC,quadrantChart1257AB39DB23121488AEB752BCB06127,4.0.0.0,True,0.922,High,74,28,7,3,1,19,0,5,False,False,False,False,0,jQuery; React,3.6.0,False,2,0
Apache ECharts Visual,Ilfat Galiev,echartsVisual,1.0.4.0,False,0.921,High,58,48,35,1,3,19,0,25,False,True,False,False,0,React; ECharts; Leaflet; Mapbox GL JS; DOMPurify; PowerBI Visuals Utils; Chart.js,4.7.0,False,3,0
Custom Slicer,Office Solution AI Labs,CustomSlicer,1.0.0.3,False,0.92,High,30,13,4,1,0,7,1,4,False,False,False,False,0,,4.6.0,False,2,0
Drill Down Map PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA,1.12.59.0,False,0.92,High,66,54,9,1,6,8,2,37,True,False,False,False,0,Moment.js; Leaflet; DOMPurify; Globalize,5.9.0,False,20,0
Table with Custom Headers by JTA,JTA The Data Scientists,tableWithCustomGroupedHeaders1F287D129777B136,1.2.0.0,False,0.92,High,50,11,2,3,0,6,0,2,True,False,False,False,0,Globalize,5.10.0,False,2,0
Vertical Bullet Chart (Standard),PBIVizEdit.com,verticalbulletchartC92E3A05AD53C0B564B0C0333489BCC9,5.3.0.0,False,0.92,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,0
HTML VizCreator Flex by BI Samurai,BI Samurai,htmlViewerD577C9FF21FB4883A1CE1335C340B541,2.0.0.3,False,0.916,High,23,9,1,0,0,9,0,0,True,False,False,False,0,Moment.js; Globalize,5.4.0,False,3,0
react-leaflet--routing-map,Goldberg Corporate Finance,reactleafletMap_4AD8D1E1DA0943AEB18E1E59B92001A9,1.0.2025.14,False,0.916,High,23,26,1,0,0,12,0,14,True,False,False,False,0,Leaflet,5.11.0,False,1,0
France Map Drilldown,Data Khi,cartography6439711748644562B5895D8406A5421D,1.0.3.0,False,0.915,High,39,9,4,2,0,3,0,4,False,False,False,False,0,,2.6.0,False,2,0
Impact Bubble Chart,Interknowlogy LLC,impactBubbleChart9F474F4C9D2243D7A6BB693D25F75740,1.0.20.0,False,0.915,High,38,12,1,1,1,3,0,7,False,False,False,False,5,d3.js; Moment.js; Leaflet; NumPy / Numeral.js,1.7.0,False,2,0
Polar Scatter Plot By Office Solution,Office Solution AI Labs,PolarScatterPlotByOfficeSolution,1.0.0.8,True,0.915,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,2,1
BasicMap,上北智信,basicMap39C8299B0A0C482899994F9D5E807155,1.2.0.1,True,0.914,High,40,35,5,2,0,13,1,19,False,False,False,False,0,ECharts,5.1.0,False,2,0
Horizontal Funnel by MAQ Software,MAQ LLC,HorizontalFunnel1449177164235,4.0.0.0,True,0.914,High,18,13,2,0,0,9,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Treemap Bar Chart by MAQ Software,MAQ LLC,treemapbarchart333E076637E345EDB9829C52846D5A31,4.0.0.0,True,0.914,High,56,49,5,1,1,25,0,22,False,False,False,False,0,Leaflet,3.5.0,False,2,0
Advanced Donut and Pie Chart (Standard),PBIVizEdit.com,piechartwithcustomlabelsEB3D94A177AFCD63490D3D02285260B5,5.2.0.0,False,0.913,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Bubble Chart by Akvelon,Akvelon,bubbleChartEEDCDFA388784AEEAB47972BC1626196,2.2.2.0,True,0.913,High,54,15,7,2,0,8,0,5,False,False,False,False,0,jQuery,3.5.0,False,2,0
Floor Plan Visual by Simpson Associates,SIMPSON ASSOCIATES INFORMATION SERVICES LIMITED,FloorPlanVisualBySimpsonAssociatesEA727C8881A74751956CB5CBC71BB4E9,1.0.0.0,False,0.912,High,37,21,5,2,0,17,0,2,False,False,False,False,0,jQuery,2.6.0,False,2,0
Social Network Graph,Arthur Graus Training & Consultancy,socialNetworkGraph99E9F31DDFD7429BACA50118466E4D11,1.0.0.0,False,0.912,High,38,9,0,1,1,3,0,4,False,False,False,False,2,d3.js,1.6.0,False,2,0
Task Stream Process Flow Chart,Softcial Visuals,taskStreamC738808C8ACE47DFA00C7E41C69AFE77,1.0.0.0,False,0.912,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
Untap Text Box,Untap,textBoxComponent499426C21716406C81A1D2CA8F4BC6D8,1.1.0.4,True,0.912,High,84,35,5,3,3,18,0,11,False,True,False,False,0,jQuery; Leaflet; Globalize,5.4.0,False,2,0
Decomposition Tree by JTA,JTA The Data Scientists,DecompositionTree1234567890ABCDEF1234567890AB,1.5.0.4,False,0.911,High,50,11,2,3,0,6,0,2,True,False,False,False,0,Globalize,5.10.0,False,3,0
Dot Plot by MAQ Software,MAQ LLC,DotPlotByMAQ1823AB39DB234AB522063E728AD,4.0.0.0,True,0.911,High,74,29,5,3,1,13,0,12,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
LLM Chatbot,Creative Data,LLMChatbot97B4263EBE40424AB606A5673E8EFE27,1.0.0.5,False,0.911,High,126,91,2,3,27,13,2,46,True,True,False,False,0,jQuery; Leaflet,5.9.0,False,2,0
Org Chart by SWHK,sharewinfohk,swOrgChart21FBD5343987489AA69DE2FEC21F2AD9,1.3.1.0,True,0.911,High,83,40,6,6,0,26,0,8,False,False,False,False,0,jQuery,5.11.0,False,2,1
Drill Down Graph PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownGraphProA2C55E4B59078FDD51C4CD1C4D4E6623V8N8,1.12.89.0,True,0.91,High,18,56,7,1,0,0,2,53,False,False,False,False,0,DOMPurify; Globalize,5.9.0,False,19,0
SandDance,Microsoft Corporation,SandDance201929976D117A654D0BAB8E96507442D80B,4.2.0.3,True,0.91,High,124,45,4,10,5,9,0,21,True,True,True,False,0,React; Leaflet; TopToJSON / TopoJSON,5.11.0,False,3,0
Slim data bar KPI Visual,DellCable,databarKPIB8060E2B144244C5A38807466893C9F5,1.0.0.0,False,0.91,High,38,12,0,1,1,3,0,7,False,False,False,False,8,d3.js; Leaflet; Globalize,1.7.0,False,2,0
Text Wrapper by MAQ Software,MAQ LLC,PBI_CV_FFFE680D_D220_4F62_B16C_C7B5C5732654,4.0.5.0,True,0.91,High,49,17,5,2,1,9,0,5,False,False,False,False,0,Globalize,5.1.0,False,2,0
Custom tree view with bar chart,Office Solution AI Labs,TreeBarChart,1.0.0.7,False,0.909,High,48,16,3,2,0,11,1,2,False,False,False,False,0,Globalize,5.3.0,False,3,2
Stream Graph,Microsoft Corporation,StreamGraph1446659696222,3.0.9.0,True,0.909,High,40,8,0,0,1,7,0,0,False,False,False,False,0,Globalize,5.7.0,False,2,0
Forecast Using Multiple Models by MAQ Software,MAQ LLC,forecastTools93EB212B02C44467B120F2563F68A7F6,3.0.1.0,False,0.908,Medium,10,2,0,0,0,2,0,0,False,False,False,False,1,,2.1.0,False,2,0
Power Slider by TME AG,TME AG,powerslider,1.0.0.0,False,0.908,High,61,41,10,3,1,6,0,31,False,False,False,False,0,jQuery,2.6.0,False,2,0
AdaptiveCards,Paradigm BI,adaptiveCards1267F9A0298D434386A9E71CED194547,1.0.6.0,False,0.907,High,116,42,8,7,3,19,1,12,False,False,False,False,0,jQuery; Moment.js,2.6.0,False,2,0
Horizontal Bullet Chart (Standard),PBIVizEdit.com,horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB,5.4.2.0,False,0.907,High,43,24,1,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,0
Rotating Tile by MAQ Software,MAQ LLC,rotatingTile1859AB39DB23400988ADF752BCB9C967,4.0.1.0,True,0.907,High,18,13,2,0,0,9,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Violin Plot by MAQ Software,MAQ LLC,violinPlotE9D8F40178B24B089983CF53D41F6EC7,3.0.0.1,True,0.907,High,17,14,1,0,0,12,0,2,False,False,False,False,0,,3.8.0,False,2,0
Drill Down Timeline PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownTimelinePro7F6C01BA1C534E9AB4A6BCCB44F591D6,1.12.124.0,True,0.906,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
Globe Data Bars,Jack Butts,threejsE0E480FFE18F46FE90AD2FA3A0D80C5F,1.6.0.0,True,0.906,Medium,13,10,0,0,1,0,0,9,False,False,False,False,1,Leaflet,1.8.0,False,2,0
Waterfall-Visual-Extended,Auxil Management GmbH,waterfall2B5BF088815E42539E2C8CDAD646DB43,3.4.0.2,True,0.906,High,29,8,1,1,0,3,1,3,False,True,False,False,0,Leaflet; Globalize,5.11.0,False,7,0
Easy SPC,BCN Group Ltd.,EasySPCDE42F70C50C949188EB25DBC41F561DA,1.0.8.5,True,0.904,High,18,6,1,0,0,3,0,3,False,False,False,False,0,Leaflet; DOMPurify,5.10.0,False,12,0
Gantt - LeapLytics,LeapLytics GmbH,GanttC7B2FA9D6C1E83D1GI85194P4X78OR24,1.0.2.2,True,0.904,High,21,9,1,0,0,6,0,3,True,True,False,False,0,Moment.js; Leaflet; Globalize,5.10.0,False,12,0
Grid by MAQ Software,MAQ LLC,PBI_CV_309E6B47_39A5_4681_808F_132AFB230860,4.1.3.1,True,0.903,High,30,13,3,1,0,6,1,5,False,False,False,False,0,Globalize,5.10.0,False,4,0
Inside-Out Org Chart for HR Analytics,Office Solution AI Labs,HR_Analytics,1.0.0.0,False,0.903,High,30,6,0,0,0,6,0,0,False,True,False,False,0,,5.3.0,False,1,0
KPI Grid by MAQ Software,MAQ LLC,KPIGrid39FBAB0336346DBB68AB522063E7241,4.0.0.0,True,0.903,High,18,9,2,0,0,6,0,3,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Clustered Stacked Column Chart (Pro),PBIVizEdit.com,clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B,5.5.0.1,True,0.902,High,43,27,1,0,1,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Filter Bar,Viz Data Ltd,filterbar_vizdataltd,1.0.0.14,True,0.902,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,2,0
Annotated Bar by Queryon,Queryon,annotatedBarByQueryOn10945130E24B4D6AAD5741C12ECB533D,1.0.7.0,True,0.901,High,29,11,5,1,0,6,0,4,False,False,False,False,0,,3.8.0,False,2,0
Drill Down Shape Map PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA,1.12.58.0,True,0.901,High,33,48,9,1,0,8,2,37,False,False,False,False,0,Moment.js; Leaflet; DOMPurify; Globalize,5.9.0,False,12,0
Dynamic Radial Bar Chart by JTA,JTA The Data Scientists,RadialBarChartD328C9F173C834B45BF51F03A3D724E99,4.0.0.4,True,0.901,High,28,7,1,1,0,3,1,2,False,False,False,False,0,Leaflet; Globalize,5.10.0,False,2,2
Likert Scale Chart for Power BI by ChartExpo,polyvista.com,LikertScaleChartPowerBI3216FBCE8C764D4E9A921234575A381,1.0.2.5,False,0.901,High,76,62,1,1,3,49,0,9,True,True,True,False,0,jQuery; Leaflet,5.7.0,False,4,0
Summary Table,Fredrik Hedenström,summaryTableEBA1E7D9C77B47D0914D7D98B4D120DC,3.1.0.0,False,0.901,High,81,63,9,6,1,50,1,5,False,False,False,False,0,jQuery; CodeMirror,2.6.0,False,2,0
Symbol Chart,pbi-consultants,symbol_chart,1.0.2.1,True,0.901,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Globalize,5.10.0,False,9,0
TreeViz,AutoCont CZ a.s.,treeviz2DC46116C4554E20B59DD525EA4DC972,1.0.2.0,False,0.901,High,38,12,0,1,1,3,0,7,False,False,False,False,2,d3.js; Leaflet,1.7.0,False,2,0
Radial chart by Devlup Funnels,Devlup Funnels,reactRadialChartF56816441CDA4609A764E20CE1E2AE56,1.0.0.0,False,0.9,High,17,8,4,0,0,6,0,2,False,False,False,False,0,Leaflet,5.1.0,False,2,0
Ridgeline Plot by Powerviz,TRUVIZ INC,RidgeLineChartEC035784AF61453AB27C2E272A3BC5FE,1.0.0.8,True,0.9,High,92,105,20,4,3,45,1,52,False,False,False,False,0,React; Moment.js; Leaflet; ag-Grid; Bootstrap; jsrsasign; Globalize,5.11.0,False,4,0
SPC Visual,NextGenIndustries,iSPCVisual48D80443729447F79E86214E5001A16F,1.5.3.0,False,0.9,High,105,50,6,5,4,12,0,29,False,False,False,False,0,jQuery; Leaflet; Mapbox GL JS; Plotly.js; TopToJSON / TopoJSON,5.11.0,False,10,0
时勤Echart-Pie_with_padAngle,上海时勤信息科技有限公司,pie050B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.9,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts,5.10.0,False,1,0
Geoportal Maps,GEOPORTAL,geoportalMap,2.0.4.2,False,0.899,High,28,4,0,0,1,3,0,0,True,False,False,False,0,,5.11.0,False,1,0
ProgBar,IT-DEV GmbH,progBarDC42BB0427BF4CCD84F1B3BF0372DE8F,1.0.0.1,True,0.899,High,27,9,0,0,1,6,0,2,False,False,False,False,0,Globalize,5.7.0,False,2,0
Waterfall - What's driving my variations?,DataMa,DataMaLightCompareWaterfall,1.3.19.18,True,0.899,High,58,27,0,1,4,14,0,8,False,False,False,False,0,d3.js; Leaflet,5.11.0,False,11,0
Composed Line Area Bar Chart by Devlup Funnels,Devlup Funnels,reactLineAreaComposedChart7A4D7E2D4C0F45CDA735A1DFABC1A283,1.0.0.0,False,0.898,High,17,8,4,0,0,6,0,2,False,False,False,False,0,Leaflet,5.1.0,False,2,0
Hanging Rootogram Chart for Power BI,Office Solution AI Labs,HangingRootogramByOfficeSolution,1.0.0.6,True,0.898,High,17,8,0,0,0,6,0,2,False,False,False,False,0,,5.3.0,False,2,0
AI Lens,AI Lens,aILensEA6F1EB9ACB04175ADC575D450915999,4.0.0.3,False,0.897,High,93,25,2,1,7,6,2,9,True,True,False,False,0,d3.js; DOMPurify,5.1.0,False,1,0
Emerald BI-GanttView,Emerald Associates,BIGanttView,1.0.0.3,False,0.897,Medium,10,1,0,1,0,0,0,0,False,False,False,False,0,,5.9.0,False,3,0
Text Enhancer by MAQ Software,MAQ LLC,TextEnhancerByMAQ46ASG0293G65JY43S89DKJ9,4.0.3.0,True,0.897,High,40,17,4,1,1,9,1,5,False,False,False,False,0,Globalize,5.1.0,False,2,0
Drill Down Timeline PRO (Pin) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownTimelinePinEA7D61C6F1F240CFAAA75EE2EB1D3D6D,1.11.110.0,True,0.896,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,19,0
Marimekko Chart - xViz,xViz LLC dba Lumel,marimekkoChart4BDC01ABDC504D0EBFEF87854E8BED01,3.0.2.1,True,0.896,High,90,68,47,4,2,48,0,14,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Bootstrap; Chart.js,4.7.0,False,2,0
Variance - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,msdynxPnAVariance_f9544bd4d1c14210aaba7c7802ae191e,1.15.3358.2,False,0.896,High,82,81,21,0,8,59,1,13,True,True,False,True,0,jQuery; Highcharts; Leaflet; Quill; Globalize; Chart.js; DevExtreme,5.11.0,False,12,0
Kanban Tasks Viewer Chart,Softcial Visuals,kanbanChartFREEC738808C8ACE47DFA00C7E41C69AFE77,1.0.0.0,False,0.895,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
Variance Chart,pbi-consultants,variance_chart,1.0.2.0,True,0.895,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Globalize,5.10.0,False,8,0
时勤Echart-Simple_Gauge,上海时勤信息科技有限公司,gauge020B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.895,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts,5.10.0,False,1,0
Time-lines (BI-Champ Suite),CodeX Enterprises LLC,timeline067F12826E684F83B734273E464AE6A3,1.10.0.0,True,0.894,High,16,4,0,0,0,3,0,1,False,False,False,False,0,Moment.js; Globalize,5.11.0,False,7,0
Pie of Pie by JTA,JTA The Data Scientists,PieOfPie39D0G284D945C56CG62G14B4E835F00,1.1.0.3,False,0.893,High,50,11,2,3,0,6,0,2,True,False,False,False,0,Globalize,5.10.0,False,4,0
Venn Diagram,Samuel Gratzl,upSetJSVenn61F43BDFCA024B13B6AC5BA73C9427B2,2.0.1.0,True,0.893,Low,5,1,1,0,0,1,0,0,False,False,False,False,0,Leaflet; Vega,5.11.0,False,4,0
Circular Dendrogram Chart for Power BI,Office Solution AI Labs,circleDendrogramByOfficeSolution,1.0.0.5,True,0.892,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,2,1
Multiple Axes Chart (Standard),PBIVizEdit.com,multipleaxeschart8FA05F3A22F3B6F9461DBF16BCD0D925,5.3.0.1,False,0.892,High,43,24,1,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,4,0
Gantt by Profitbase,Profitbase AS,powerBiVisualsGanttDF45C9AD71594918A1FE8463F5F57380,3.0.0.4,True,0.891,High,76,405,37,6,0,354,0,45,False,False,False,False,0,Leaflet; Bootstrap; DOMPurify; Globalize; Syncfusion,5.11.0,False,3,0
Power Automate Process Mining - Variant DNA Visual,Microsoft Dynamics 365,variantDNAEE4E02B949754395AD0F88751FCB5864,1.0.20250808.1,True,0.891,High,15,6,1,0,0,6,0,0,False,False,False,False,0,,5.1.0,False,4,0
Organization Chart,北京上北智信科技有限公司,swOrgChart2A3BCE7191B5491FBB82F771A169702D,1.1.0.0,False,0.89,High,145,56,5,9,2,37,6,2,False,False,False,False,12,jQuery; Globalize; Syncfusion,1.10.0,False,2,0
PowerGraph Sankey Diagram,PowerGraph,PowerGraphSankey02300D1BE6F5427989F3DE31CCA9E0F320MS,3.1.3.0,True,0.89,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
Drill Down Line PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownLineChartPro31E9921959FD4A32A769BEDFE624D1B0,1.12.81.0,True,0.889,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,9,0
Predictive Burndown,AWPBI,burndown462CE5C2666F4EC8A8BDD7E5587320A5,1.0.0.4,False,0.889,High,74,16,2,3,1,8,0,4,False,False,False,False,0,,5.11.0,False,2,0
SMART KPI List,Nova Silva,kpiTable2FA7B4711C7C41C08129D5AB7A72D537,2.4.0.0,True,0.889,High,20,69,2,0,0,64,2,3,False,False,False,False,0,Moment.js; DOMPurify; Globalize,5.2.0,False,3,3
Beeswarm Chart,Excelnaccess.com,beeswarm50DB3783432B40A69C0B91926CE74CD9,1.0.15.6,False,0.888,High,41,11,2,2,0,6,0,3,True,True,False,False,0,Globalize,5.1.0,False,3,1
"Inforiver Writeback Matrix for Planning, Budgeting & Forecasting",xViz LLC dba Lumel,inforiverAppEnterprise2B7A5FD2992D434DAE0B149479307B7B,4.5.9.0,False,0.887,High,138,90,18,6,13,41,0,30,True,True,True,False,0,jQuery; Leaflet; DOMPurify; Quill; Globalize; CodeMirror,5.10.0,False,12,0
Risk Matrix by Profitbase,Profitbase AS,riskgraph1AA528CA24EA4627960AA1C296C1BC21,1.0.0.13,True,0.887,High,39,13,2,2,0,6,0,5,False,False,False,False,0,,5.10.0,False,2,0
Polar Chart (Pro),PBIVizEdit.com,polarC5A6EB632EDA167DB37E0CA621FD1014,5.0.0.1,True,0.886,High,43,27,1,0,1,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,1,0
Supply Chain Network Flow Chart by Office Solution,Office Solution AI Labs,supplyChainByOfficeSolution,1.0.0.2,True,0.886,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,2,0
Walkers Animated Pictogram,Wishyoulization,wishyoulizationwalkers,1.0.2.0,False,0.886,High,88,40,7,4,7,19,0,10,False,False,False,False,0,,2.1.0,False,2,0
Laconic Card - Free,Dotelus AB,LaconicCardFreeC4A74023FBD644529F9068B327CF4BF9,1.2.5.0,False,0.884,High,38,11,4,2,0,6,0,3,False,False,False,False,0,jQuery; React,2.6.0,False,2,0
Markdown & Mermaid Visual,Ilfat Galiev,markdownMermaidVisual,1.5.1.0,False,0.884,High,104,89,12,4,6,31,0,48,False,True,False,False,0,React; Leaflet; Bootstrap; DOMPurify,5.11.0,False,5,0
Counter Calendar,IT-DEV GmbH,CounterCalendar9A640B3B79614CB5A93ED07049FB97A3,1.0.0.2,True,0.883,High,18,9,0,0,0,6,0,3,False,False,False,False,0,Moment.js,5.7.0,False,2,0
Dot Plot,Microsoft Corporation,DotPlot1442374105856,2.0.1.0,True,0.883,High,88,14,7,4,4,3,0,3,False,False,False,False,0,,2.3.0,False,2,0
Connected Scatter Plot Chart For Power BI,Office Solution AI Labs,ConnectedScatterPlotChartByOfficeSolution,1.0.0.9,True,0.882,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,3,0
LineDot Chart,Microsoft Corporation,LineDotChart1460463831201,2.0.3.0,True,0.882,High,103,20,5,4,4,7,0,5,False,False,False,False,0,,2.3.0,False,2,0
swBoxPlot,上北智信,boxPlot1BD4BBC509584BD4D776E276526E7C48,1.0.2.0,True,0.882,High,48,40,3,2,1,17,0,20,False,False,False,False,0,ECharts,3.8.0,False,2,0
Growth Rate Chart by DJEENI v1.4,DJEENI BV,DjeeniGrowthRateChart_10400020A6CA2A4124B79C0FF6A4D9EE59,1.4.0.3,True,0.881,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.9.0,False,3,4
Power ON Visual Planner Service (Organizational Store),Power ON,vpservice_store,25.1.1.0,False,0.881,High,18,3,1,0,0,3,0,0,True,False,False,True,0,,5.9.0,False,4,3
DROPDOWN,Cuong Mai,CMXPBIINDIVIDUAL522CF36C0BC94257929BE018ECD8C3F3,1.1.0.1,True,0.88,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,3,0
SPC Chart,North East Ambulance Service FT,SPCCharte052449909264a3487139638376f9e72,1.6.6.3,True,0.88,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Leaflet,5.10.0,False,6,0
swSankeyDiagram,上北智信,sankeydiagramD70935A24E3C0300DDB750D5E06D1745,1.0.3.0,True,0.88,High,48,40,3,2,1,17,0,20,False,False,False,False,0,ECharts,3.8.0,False,2,0
Advanced Trellis / Small Multiples - xViz,xViz LLC dba Lumel,advancedtrellis163981222CE34D3F9717598C8FBF6ECC,1.1.4.0,False,0.879,High,72,70,60,6,1,39,1,23,False,False,False,False,0,jQuery; React; Moment.js; Highcharts; Leaflet; ag-Grid; Chart.js,2.6.0,False,2,0
Bar Chart Run Time Convertible Scatter Plot,Office Solution AI Labs,BarChartRunTimeConvertibleScatterPlot,1.0.0.5,False,0.879,High,47,46,4,0,1,41,1,3,True,True,False,False,0,Globalize,4.7.0,False,3,0
Drill Down Combo PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsFacetChartPaidE77E4ED357DC402ABA005987437CF500,1.12.122.0,True,0.879,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,20,0
